-1	0.007795	0.015895
0	0.016625	0.032575
5	0.007625	0.057125
10	0.009540	0.119700
15	0.014075	0.150415
20	0.009700	0.198700
25	0.016100	0.257900
30	0.005750	0.290750
35	0.004900	0.332900
40	0.007800	0.382200
45	0.015900	0.444300
50	0.018650	0.490550
55	0.013050	0.541950
60	0.003000	0.563000
65	0.009350	0.629750
70	0.012450	0.672550
75	0.016050	0.725850
80	0.023000	0.779800
85	0.024400	0.815600
90	0.008500	0.863500
95	0.015850	0.910450
100	0.021250	0.966250
