-1	-0.000275	0.015975
0	0.007395	0.023495
5	0.015835	0.056955
10	0.007500	0.102700
15	0.014165	0.157845
20	0.017750	0.205850
25	0.016500	0.261500
30	0.007100	0.311300
35	0.015450	0.359550
40	0.029000	0.419000
45	0.012200	0.476200
50	0.003750	0.516250
55	0.021200	0.565200
60	0.017500	0.617500
65	0.012000	0.668000
70	0.000550	0.727150
75	0.003700	0.768100
80	0.017300	0.832100
85	0.011400	0.888600
90	0.017200	0.946000
95	-0.000200	0.980200
100	0.027550	1.031350
