-1	0.007795	0.015895
0	0.007600	0.016400
5	0.007625	0.057125
10	0.009440	0.104480
15	0.014165	0.157845
20	0.010750	0.208750
25	0.001400	0.253000
30	0.020000	0.308000
35	0.016400	0.359600
40	0.007650	0.413550
45	0.019500	0.492500
50	0.003750	0.516250
55	0.021200	0.578800
60	0.008850	0.620850
65	0.004250	0.664250
70	0.018450	0.719850
75	0.012300	0.777700
80	0.007550	0.837450
85	0.012250	0.873250
90	0.012500	0.936500
95	0.000850	0.971050
100	0.025300	1.031500
