-1	0.007936	0.016113
0	0.007600	0.016400
5	0.016625	0.057125
10	0.016020	0.103500
15	0.015520	0.144480
20	0.014000	0.185600
25	0.016950	0.231150
30	0.019450	0.282250
35	0.020000	0.332000
40	0.014400	0.364000
45	0.027600	0.443600
50	0.012200	0.476200
55	0.003750	0.516250
60	0.020750	0.574250
65	0.020850	0.608850
70	0.016900	0.648900
75	0.016050	0.708950
80	0.019200	0.758400
85	0.022800	0.795600
90	-0.000700	0.830900
95	0.015400	0.884600
100	0.018100	0.933700
