-1	0.007936	0.016113
0	0.007865	0.024635
5	0.015600	0.056400
10	0.017085	0.102415
15	0.014165	0.157845
20	0.010750	0.208750
25	0.018900	0.263100
30	0.028000	0.300000
35	0.016400	0.350800
40	0.026950	0.428650
45	0.010850	0.451550
50	0.002700	0.515100
55	0.020750	0.574250
60	0.014350	0.614950
65	0.020200	0.659800
70	0.024050	0.708050
75	0.012800	0.767200
80	0.014750	0.810250
85	0.019300	0.870700
90	0.015850	0.910450
95	0.021700	0.970900
100	0.026650	1.022050
