-1	0.007936	0.016113
0	0.003575	0.028225
5	0.003125	0.048695
10	-0.000105	0.095265
15	0.008040	0.143720
20	0.018250	0.201850
25	0.010100	0.233300
30	0.014500	0.301500
35	0.004000	0.324000
40	0.023800	0.391800
45	0.006800	0.422800
50	0.010850	0.462850
55	0.016250	0.528750
60	0.006200	0.573800
65	0.022500	0.592500
70	0.009750	0.660750
75	0.006350	0.698650
80	0.002500	0.750500
85	0.025600	0.793600
90	0.007550	0.837450
95	0.014500	0.896500
100	-0.001950	0.934650
